"sku","categoria","familia"
"104512230","ACEITES Y VINAGRES","ACEITES DE OLIVA"
"104514840","ACEITES Y VINAGRES","ACEITES DE OLIVA"
"104514850","ACEITES Y VINAGRES","ACEITES DE OLIVA"
"104514860","ACEITES Y VINAGRES","ACEITES DE OLIVA"
"104521640","ACEITES Y VINAGRES","ACEITES DE OLIVA"
"104524420","ACEITES Y VINAGRES","ACEITES DE OLIVA"
"104531070","ACEITES Y VINAGRES","ACEITES DE OLIVA"
"104531110","ACEITES Y VINAGRES","ACEITES DE OLIVA"
"104537630","ACEITES Y VINAGRES","ACEITES DE OLIVA"
"104539450","ACEITES Y VINAGRES","ACEITES DE OLIVA"
"104539460","ACEITES Y VINAGRES","ACEITES DE OLIVA"
"104539470","ACEITES Y VINAGRES","ACEITES DE OLIVA"
"104511950","ACEITES Y VINAGRES","ACEITES ESPECIALES"
"104521650","ACEITES Y VINAGRES","ACEITES ESPECIALES"
"104534130","ACEITES Y VINAGRES","ACEITES ESPECIALES"
"150000273","ACEITES Y VINAGRES","ACEITES ESPECIALES"
"104500860","ACEITES Y VINAGRES","ACEITES VEGETALES"
"104500940","ACEITES Y VINAGRES","ACEITES VEGETALES"
"104500950","ACEITES Y VINAGRES","ACEITES VEGETALES"
"104512690","ACEITES Y VINAGRES","ACEITES VEGETALES"
"104519250","ACEITES Y VINAGRES","ACEITES VEGETALES"
"104519410","ACEITES Y VINAGRES","ACEITES VEGETALES"
"104519530","ACEITES Y VINAGRES","ACEITES VEGETALES"
"104535420","ACEITES Y VINAGRES","ACEITES VEGETALES"
"104535430","ACEITES Y VINAGRES","ACEITES VEGETALES"
"104535440","ACEITES Y VINAGRES","ACEITES VEGETALES"
"104535450","ACEITES Y VINAGRES","ACEITES VEGETALES"
"104535460","ACEITES Y VINAGRES","ACEITES VEGETALES"
"104535470","ACEITES Y VINAGRES","ACEITES VEGETALES"
"104540480","ACEITES Y VINAGRES","ACEITES VEGETALES"
"104540490","ACEITES Y VINAGRES","ACEITES VEGETALES"
"150001861","ACEITES Y VINAGRES","ACEITES VEGETALES"
"101310243","ACEITES Y VINAGRES","ACETOS BALSAMICOS"
"104514870","ACEITES Y VINAGRES","ACETOS BALSAMICOS"
"104530120","ACEITES Y VINAGRES","ACETOS BALSAMICOS"
"104531100","ACEITES Y VINAGRES","ACETOS BALSAMICOS"
"104534280","ACEITES Y VINAGRES","ACETOS BALSAMICOS"
"104539430","ACEITES Y VINAGRES","ACETOS BALSAMICOS"
"104539440","ACEITES Y VINAGRES","ACETOS BALSAMICOS"
"104539520","ACEITES Y VINAGRES","ACETOS BALSAMICOS"
"201610150","ACEITES Y VINAGRES","ACETOS BALSAMICOS"
"104500950","ACEITES Y VINAGRES","DESCONTINUADOS"
"104510210","ACEITES Y VINAGRES","DESCONTINUADOS"
"104512680","ACEITES Y VINAGRES","DESCONTINUADOS"
"104512690","ACEITES Y VINAGRES","DESCONTINUADOS"
"104514540","ACEITES Y VINAGRES","DESCONTINUADOS"
"104514850","ACEITES Y VINAGRES","DESCONTINUADOS"
"104514860","ACEITES Y VINAGRES","DESCONTINUADOS"
"104515600","ACEITES Y VINAGRES","DESCONTINUADOS"
"104518630","ACEITES Y VINAGRES","DESCONTINUADOS"
"104519530","ACEITES Y VINAGRES","DESCONTINUADOS"
"104521400","ACEITES Y VINAGRES","DESCONTINUADOS"
"104521410","ACEITES Y VINAGRES","DESCONTINUADOS"
"104521810","ACEITES Y VINAGRES","DESCONTINUADOS"
"104525430","ACEITES Y VINAGRES","DESCONTINUADOS"
"104525500","ACEITES Y VINAGRES","DESCONTINUADOS"
"104525620","ACEITES Y VINAGRES","DESCONTINUADOS"
"104527230","ACEITES Y VINAGRES","DESCONTINUADOS"
"104527870","ACEITES Y VINAGRES","DESCONTINUADOS"
"104530200","ACEITES Y VINAGRES","DESCONTINUADOS"
"104531110","ACEITES Y VINAGRES","DESCONTINUADOS"
"104532610","ACEITES Y VINAGRES","DESCONTINUADOS"
"104532620","ACEITES Y VINAGRES","DESCONTINUADOS"
"104532840","ACEITES Y VINAGRES","DESCONTINUADOS"
"104533560","ACEITES Y VINAGRES","DESCONTINUADOS"
"150000111","ACEITES Y VINAGRES","DESCONTINUADOS"
"150000275","ACEITES Y VINAGRES","DESCONTINUADOS"
"150000825","ACEITES Y VINAGRES","DESCONTINUADOS"
"150000854","ACEITES Y VINAGRES","DESCONTINUADOS"
"150000855","ACEITES Y VINAGRES","DESCONTINUADOS"
"150001314","ACEITES Y VINAGRES","DESCONTINUADOS"
"150001468","ACEITES Y VINAGRES","DESCONTINUADOS"
"150001688","ACEITES Y VINAGRES","DESCONTINUADOS"
"150001766","ACEITES Y VINAGRES","DESCONTINUADOS"
"150001767","ACEITES Y VINAGRES","DESCONTINUADOS"
"150001860","ACEITES Y VINAGRES","DESCONTINUADOS"
"150001866","ACEITES Y VINAGRES","DESCONTINUADOS"
"201222150","ACEITES Y VINAGRES","DESCONTINUADOS"
"201222990","ACEITES Y VINAGRES","DESCONTINUADOS"
"201230750","ACEITES Y VINAGRES","DESCONTINUADOS"
"201230930","ACEITES Y VINAGRES","DESCONTINUADOS"
"201610150","ACEITES Y VINAGRES","DESCONTINUADOS"
"104521960","ACEITES Y VINAGRES","MINI PORCIONES"
"104537620","ACEITES Y VINAGRES","MINI PORCIONES"
"104534090","ACEITES Y VINAGRES","VINAGRES"
"150001445","ACEITES Y VINAGRES","VINAGRES"
"150001692","ACEITES Y VINAGRES","VINAGRES"
"150001883","ACEITES Y VINAGRES","VINAGRES"
"201200131","ACEITES Y VINAGRES","VINAGRES"
"201230210","ACEITES Y VINAGRES","VINAGRES"
"201230300","ACEITES Y VINAGRES","VINAGRES"
"201230450","ACEITES Y VINAGRES","VINAGRES"
"201230620","ACEITES Y VINAGRES","VINAGRES"
"201230700","ACEITES Y VINAGRES","VINAGRES"
"201230750","ACEITES Y VINAGRES","VINAGRES"
"103800430","ACEITUNAS Y ENCURTIDOS","ACEITUNAS"
"103800460","ACEITUNAS Y ENCURTIDOS","ACEITUNAS"
"104516010","ACEITUNAS Y ENCURTIDOS","ACEITUNAS"
"104516350","ACEITUNAS Y ENCURTIDOS","ACEITUNAS"
"104518500","ACEITUNAS Y ENCURTIDOS","ACEITUNAS"
"104518510","ACEITUNAS Y ENCURTIDOS","ACEITUNAS"
"104519850","ACEITUNAS Y ENCURTIDOS","ACEITUNAS"
"104520490","ACEITUNAS Y ENCURTIDOS","ACEITUNAS"
"104543460","ACEITUNAS Y ENCURTIDOS","ACEITUNAS"
"104543470","ACEITUNAS Y ENCURTIDOS","ACEITUNAS"
"104544600","ACEITUNAS Y ENCURTIDOS","ACEITUNAS"
"104544610","ACEITUNAS Y ENCURTIDOS","ACEITUNAS"
"150002021","ACEITUNAS Y ENCURTIDOS","ACEITUNAS"
"104351690","ACEITUNAS Y ENCURTIDOS","DESCONTINUADOS"
"104512900","ACEITUNAS Y ENCURTIDOS","DESCONTINUADOS"
"104516160","ACEITUNAS Y ENCURTIDOS","DESCONTINUADOS"
"104516350","ACEITUNAS Y ENCURTIDOS","DESCONTINUADOS"
"104517090","ACEITUNAS Y ENCURTIDOS","DESCONTINUADOS"
"104518500","ACEITUNAS Y ENCURTIDOS","DESCONTINUADOS"
"104518510","ACEITUNAS Y ENCURTIDOS","DESCONTINUADOS"
"104531400","ACEITUNAS Y ENCURTIDOS","DESCONTINUADOS"
"104531410","ACEITUNAS Y ENCURTIDOS","DESCONTINUADOS"
"104531420","ACEITUNAS Y ENCURTIDOS","DESCONTINUADOS"
"150002021","ACEITUNAS Y ENCURTIDOS","DESCONTINUADOS"
"201200060","ACEITUNAS Y ENCURTIDOS","DESCONTINUADOS"
"201200650","ACEITUNAS Y ENCURTIDOS","DESCONTINUADOS"
"201200900","ACEITUNAS Y ENCURTIDOS","DESCONTINUADOS"
"201201020","ACEITUNAS Y ENCURTIDOS","DESCONTINUADOS"
"201210350","ACEITUNAS Y ENCURTIDOS","DESCONTINUADOS"
"201210450","ACEITUNAS Y ENCURTIDOS","DESCONTINUADOS"
"201210970","ACEITUNAS Y ENCURTIDOS","DESCONTINUADOS"
"201211110","ACEITUNAS Y ENCURTIDOS","DESCONTINUADOS"
"201211360","ACEITUNAS Y ENCURTIDOS","DESCONTINUADOS"
"201211560","ACEITUNAS Y ENCURTIDOS","DESCONTINUADOS"
"201221120","ACEITUNAS Y ENCURTIDOS","DESCONTINUADOS"
"201221121","ACEITUNAS Y ENCURTIDOS","DESCONTINUADOS"
"232700540","ACEITUNAS Y ENCURTIDOS","DESCONTINUADOS"
"235002400","ACEITUNAS Y ENCURTIDOS","DESCONTINUADOS"
"235002402","ACEITUNAS Y ENCURTIDOS","DESCONTINUADOS"
"235002403","ACEITUNAS Y ENCURTIDOS","DESCONTINUADOS"
"90127777","ACEITUNAS Y ENCURTIDOS","DESCONTINUADOS"
"90127777","ACEITUNAS Y ENCURTIDOS","Diferencia Precios-Dctos"
"104530130","ACEITUNAS Y ENCURTIDOS","ENCURTIDOS"
"104530140","ACEITUNAS Y ENCURTIDOS","ENCURTIDOS"
"104530240","ACEITUNAS Y ENCURTIDOS","ENCURTIDOS"
"104531630","ACEITUNAS Y ENCURTIDOS","ENCURTIDOS"
"104533710","ACEITUNAS Y ENCURTIDOS","ENCURTIDOS"
"104535520","ACEITUNAS Y ENCURTIDOS","ENCURTIDOS"
"104535530","ACEITUNAS Y ENCURTIDOS","ENCURTIDOS"
"104535540","ACEITUNAS Y ENCURTIDOS","ENCURTIDOS"
"201200082","ACEITUNAS Y ENCURTIDOS","ENCURTIDOS"
"201210650","ACEITUNAS Y ENCURTIDOS","ENCURTIDOS"
"201211550","ACEITUNAS Y ENCURTIDOS","ENCURTIDOS"
"201211560","ACEITUNAS Y ENCURTIDOS","ENCURTIDOS"
"201211650","ACEITUNAS Y ENCURTIDOS","ENCURTIDOS"
"201221650","ACEITUNAS Y ENCURTIDOS","ENCURTIDOS"
"104521730","APERITIVOS","APERITIVOS ORIENTALES"
"104521820","APERITIVOS","APERITIVOS ORIENTALES"
"104534410","APERITIVOS","APERITIVOS ORIENTALES"
"104534420","APERITIVOS","APERITIVOS ORIENTALES"
"104534430","APERITIVOS","APERITIVOS ORIENTALES"
"104534440","APERITIVOS","APERITIVOS ORIENTALES"
"104534450","APERITIVOS","APERITIVOS ORIENTALES"
"104534460","APERITIVOS","APERITIVOS ORIENTALES"
"104534470","APERITIVOS","APERITIVOS ORIENTALES"
"104544830","APERITIVOS","APERITIVOS ORIENTALES"
"104544840","APERITIVOS","APERITIVOS ORIENTALES"
"104544850","APERITIVOS","APERITIVOS ORIENTALES"
"104544860","APERITIVOS","APERITIVOS ORIENTALES"
"104544870","APERITIVOS","APERITIVOS ORIENTALES"
"104517010","APERITIVOS","AROS DE CEBOLLA"
"104530330","APERITIVOS","AROS DE CEBOLLA"
"104539160","APERITIVOS","AROS DE CEBOLLA"
"104543130","APERITIVOS","AROS DE CEBOLLA"
"209100147","APERITIVOS","AROS DE CEBOLLA"
"209100280","APERITIVOS","AROS DE CEBOLLA"
"104534400","APERITIVOS","ARROLLADOS"
"104254070","APERITIVOS","DESCONTINUADOS"
"104254080","APERITIVOS","DESCONTINUADOS"
"104254090","APERITIVOS","DESCONTINUADOS"
"104254120","APERITIVOS","DESCONTINUADOS"
"104254130","APERITIVOS","DESCONTINUADOS"
"104254160","APERITIVOS","DESCONTINUADOS"
"104331010","APERITIVOS","DESCONTINUADOS"
"104332030","APERITIVOS","DESCONTINUADOS"
"104350050","APERITIVOS","DESCONTINUADOS"
"104350140","APERITIVOS","DESCONTINUADOS"
"104352480","APERITIVOS","DESCONTINUADOS"
"104516310","APERITIVOS","DESCONTINUADOS"
"104516970","APERITIVOS","DESCONTINUADOS"
"104516990","APERITIVOS","DESCONTINUADOS"
"104517260","APERITIVOS","DESCONTINUADOS"
"104517270","APERITIVOS","DESCONTINUADOS"
"104517280","APERITIVOS","DESCONTINUADOS"
"104517290","APERITIVOS","DESCONTINUADOS"
"104517310","APERITIVOS","DESCONTINUADOS"
"104517330","APERITIVOS","DESCONTINUADOS"
"104519430","APERITIVOS","DESCONTINUADOS"
"104524050","APERITIVOS","DESCONTINUADOS"
"104527580","APERITIVOS","DESCONTINUADOS"
"104530110","APERITIVOS","DESCONTINUADOS"
"104531490","APERITIVOS","DESCONTINUADOS"
"104534070","APERITIVOS","DESCONTINUADOS"
"104534680","APERITIVOS","DESCONTINUADOS"
"150001900","APERITIVOS","DESCONTINUADOS"
"104350140","APERITIVOS","EMPANADAS PARA FREIR"
"104351690","APERITIVOS","EMPANADAS PARA FREIR"
"104535500","APERITIVOS","EMPANADAS PARA FREIR"
"104541830","APERITIVOS","EMPANADAS PARA FREIR"
"104542810","APERITIVOS","EMPANADAS PARA FREIR"
"104538630","APERITIVOS","EMPANADAS PARA HORNO"
"104538640","APERITIVOS","EMPANADAS PARA HORNO"
"104544280","APERITIVOS","EMPANADAS PARA HORNO"
"104547440","APERITIVOS","EMPANADAS PARA HORNO"
"104331010","APERITIVOS","OTROS APERITIVOS"
"104332030","APERITIVOS","OTROS APERITIVOS"
"104516970","APERITIVOS","OTROS APERITIVOS"
"104516990","APERITIVOS","OTROS APERITIVOS"
"104517010","APERITIVOS","OTROS APERITIVOS"
"104524350","APERITIVOS","OTROS APERITIVOS"
"104528840","APERITIVOS","OTROS APERITIVOS"
"104538200","APERITIVOS","OTROS APERITIVOS"
"104538620","APERITIVOS","OTROS APERITIVOS"
"104538650","APERITIVOS","OTROS APERITIVOS"
"104540430","APERITIVOS","OTROS APERITIVOS"
"104542710","APERITIVOS","OTROS APERITIVOS"
"104542720","APERITIVOS","OTROS APERITIVOS"
"104543120","APERITIVOS","OTROS APERITIVOS"
"104543420","APERITIVOS","OTROS APERITIVOS"
"104543780","APERITIVOS","OTROS APERITIVOS"
"104547490","APERITIVOS","OTROS APERITIVOS"
"104547500","APERITIVOS","OTROS APERITIVOS"
"104547510","APERITIVOS","OTROS APERITIVOS"
"104547520","APERITIVOS","OTROS APERITIVOS"
"104548410","APERITIVOS","OTROS APERITIVOS"
"104548420","APERITIVOS","OTROS APERITIVOS"
"104516850","BEBIDAS","AGUAS"
"104516860","BEBIDAS","AGUAS"
"104520170","BEBIDAS","AGUAS"
"104520180","BEBIDAS","AGUAS"
"104520450","BEBIDAS","AGUAS"
"104521490","BEBIDAS","AGUAS"
"107600010","BEBIDAS","AGUAS"
"107600020","BEBIDAS","AGUAS"
"107600030","BEBIDAS","AGUAS"
"107600040","BEBIDAS","AGUAS"
"104529770","BEBIDAS","BEBIDAS GASEOSAS"
"104529790","BEBIDAS","BEBIDAS GASEOSAS"
"104529800","BEBIDAS","BEBIDAS GASEOSAS"
"104546970","BEBIDAS","BEBIDAS GASEOSAS"
"150001223","BEBIDAS","BEBIDAS GASEOSAS"
"150001224","BEBIDAS","BEBIDAS GASEOSAS"
"150001225","BEBIDAS","BEBIDAS GASEOSAS"
"150001227","BEBIDAS","BEBIDAS GASEOSAS"
"150001228","BEBIDAS","BEBIDAS GASEOSAS"
"150001229","BEBIDAS","BEBIDAS GASEOSAS"
"104502220","BEBIDAS","DESCONTINUADOS"
"104510790","BEBIDAS","DESCONTINUADOS"
"104514470","BEBIDAS","DESCONTINUADOS"
"104514490","BEBIDAS","DESCONTINUADOS"
"104515510","BEBIDAS","DESCONTINUADOS"
"104515520","BEBIDAS","DESCONTINUADOS"
"104515540","BEBIDAS","DESCONTINUADOS"
"104515550","BEBIDAS","DESCONTINUADOS"
"104516850","BEBIDAS","DESCONTINUADOS"
"104517430","BEBIDAS","DESCONTINUADOS"
"104517440","BEBIDAS","DESCONTINUADOS"
"104517450","BEBIDAS","DESCONTINUADOS"
"104517460","BEBIDAS","DESCONTINUADOS"
"104517470","BEBIDAS","DESCONTINUADOS"
"104517480","BEBIDAS","DESCONTINUADOS"
"104517490","BEBIDAS","DESCONTINUADOS"
"104517500","BEBIDAS","DESCONTINUADOS"
"104517510","BEBIDAS","DESCONTINUADOS"
"104517520","BEBIDAS","DESCONTINUADOS"
"104517530","BEBIDAS","DESCONTINUADOS"
"104517540","BEBIDAS","DESCONTINUADOS"
"104517550","BEBIDAS","DESCONTINUADOS"
"104517560","BEBIDAS","DESCONTINUADOS"
"104517570","BEBIDAS","DESCONTINUADOS"
"104517580","BEBIDAS","DESCONTINUADOS"
"104517590","BEBIDAS","DESCONTINUADOS"
"104517630","BEBIDAS","DESCONTINUADOS"
"104517640","BEBIDAS","DESCONTINUADOS"
"104517650","BEBIDAS","DESCONTINUADOS"
"104517660","BEBIDAS","DESCONTINUADOS"
"104517670","BEBIDAS","DESCONTINUADOS"
"104518110","BEBIDAS","DESCONTINUADOS"
"104518340","BEBIDAS","DESCONTINUADOS"
"104518350","BEBIDAS","DESCONTINUADOS"
"104518360","BEBIDAS","DESCONTINUADOS"
"104518590","BEBIDAS","DESCONTINUADOS"
"104520170","BEBIDAS","DESCONTINUADOS"
"104520180","BEBIDAS","DESCONTINUADOS"
"104520430","BEBIDAS","DESCONTINUADOS"
"104520450","BEBIDAS","DESCONTINUADOS"
"104521470","BEBIDAS","DESCONTINUADOS"
"104521480","BEBIDAS","DESCONTINUADOS"
"104521490","BEBIDAS","DESCONTINUADOS"
"104521500","BEBIDAS","DESCONTINUADOS"
"104521510","BEBIDAS","DESCONTINUADOS"
"104521520","BEBIDAS","DESCONTINUADOS"
"104522570","BEBIDAS","DESCONTINUADOS"
"104524170","BEBIDAS","DESCONTINUADOS"
"104529760","BEBIDAS","DESCONTINUADOS"
"104529770","BEBIDAS","DESCONTINUADOS"
"104529780","BEBIDAS","DESCONTINUADOS"
"104529790","BEBIDAS","DESCONTINUADOS"
"104529800","BEBIDAS","DESCONTINUADOS"
"104530000","BEBIDAS","DESCONTINUADOS"
"104530010","BEBIDAS","DESCONTINUADOS"
"104530020","BEBIDAS","DESCONTINUADOS"
"104530030","BEBIDAS","DESCONTINUADOS"
"104530040","BEBIDAS","DESCONTINUADOS"
"104531360","BEBIDAS","DESCONTINUADOS"
"104540370","BEBIDAS","DESCONTINUADOS"
"104540380","BEBIDAS","DESCONTINUADOS"
"107600010","BEBIDAS","DESCONTINUADOS"
"107600020","BEBIDAS","DESCONTINUADOS"
"107600030","BEBIDAS","DESCONTINUADOS"
"107600040","BEBIDAS","DESCONTINUADOS"
"107600090","BEBIDAS","DESCONTINUADOS"
"150000197","BEBIDAS","DESCONTINUADOS"
"150000232","BEBIDAS","DESCONTINUADOS"
"150000589","BEBIDAS","DESCONTINUADOS"
"150000811","BEBIDAS","DESCONTINUADOS"
"150000812","BEBIDAS","DESCONTINUADOS"
"150000870","BEBIDAS","DESCONTINUADOS"
"150000871","BEBIDAS","DESCONTINUADOS"
"150000873","BEBIDAS","DESCONTINUADOS"
"150000874","BEBIDAS","DESCONTINUADOS"
"150001158","BEBIDAS","DESCONTINUADOS"
"150001220","BEBIDAS","DESCONTINUADOS"
"150001434","BEBIDAS","DESCONTINUADOS"
"150001435","BEBIDAS","DESCONTINUADOS"
"150001438","BEBIDAS","DESCONTINUADOS"
"150001439","BEBIDAS","DESCONTINUADOS"
"150001440","BEBIDAS","DESCONTINUADOS"
"150001639","BEBIDAS","DESCONTINUADOS"
"150001893","BEBIDAS","DESCONTINUADOS"
"150001894","BEBIDAS","DESCONTINUADOS"
"150001895","BEBIDAS","DESCONTINUADOS"
"104546920","BEBIDAS","Isotónica y Energética"
"104546930","BEBIDAS","Isotónica y Energética"
"104546940","BEBIDAS","Isotónica y Energética"
"104502220","BEBIDAS","JUGOS"
"104524160","BEBIDAS","JUGOS"
"104524180","BEBIDAS","JUGOS"
"104524190","BEBIDAS","JUGOS"
"104524200","BEBIDAS","JUGOS"
"104528690","BEBIDAS","JUGOS"
"104530050","BEBIDAS","JUGOS"
"104530060","BEBIDAS","JUGOS"
"104531650","BEBIDAS","JUGOS"
"104547240","BEBIDAS","JUGOS"
"104547250","BEBIDAS","JUGOS"
"104547260","BEBIDAS","JUGOS"
"104547270","BEBIDAS","JUGOS"
"104547280","BEBIDAS","JUGOS"
"104547290","BEBIDAS","JUGOS"
"104549100","BEBIDAS","JUGOS"
"104549110","BEBIDAS","JUGOS"
"104549120","BEBIDAS","JUGOS"
"150000092","BEBIDAS","JUGOS"
"150000093","BEBIDAS","JUGOS"
"150000094","BEBIDAS","JUGOS"
"150001049","BEBIDAS","JUGOS"
"150001435","BEBIDAS","JUGOS"
"201400000","BEBIDAS","SYRUPS"
"103001150","BOLLERIA","BOLLERIA PARA HORNEAR"
"104254060","BOLLERIA","BOLLERIA PARA HORNEAR"
"104350570","BOLLERIA","BOLLERIA PARA HORNEAR"
"104351400","BOLLERIA","BOLLERIA PARA HORNEAR"
"104351470","BOLLERIA","BOLLERIA PARA HORNEAR"
"104351590","BOLLERIA","BOLLERIA PARA HORNEAR"
"104352120","BOLLERIA","BOLLERIA PARA HORNEAR"
"104515580","BOLLERIA","BOLLERIA PARA HORNEAR"
"104517190","BOLLERIA","BOLLERIA PARA HORNEAR"
"104518070","BOLLERIA","BOLLERIA PARA HORNEAR"
"104519440","BOLLERIA","BOLLERIA PARA HORNEAR"
"104519450","BOLLERIA","BOLLERIA PARA HORNEAR"
"104519460","BOLLERIA","BOLLERIA PARA HORNEAR"
"104519470","BOLLERIA","BOLLERIA PARA HORNEAR"
"104519560","BOLLERIA","BOLLERIA PARA HORNEAR"
"104519890","BOLLERIA","BOLLERIA PARA HORNEAR"
"104520660","BOLLERIA","BOLLERIA PARA HORNEAR"
"104521660","BOLLERIA","BOLLERIA PARA HORNEAR"
"104521710","BOLLERIA","BOLLERIA PARA HORNEAR"
"104522520","BOLLERIA","BOLLERIA PARA HORNEAR"
"104523180","BOLLERIA","BOLLERIA PARA HORNEAR"
"104523190","BOLLERIA","BOLLERIA PARA HORNEAR"
"104523200","BOLLERIA","BOLLERIA PARA HORNEAR"
"104524040","BOLLERIA","BOLLERIA PARA HORNEAR"
"104524210","BOLLERIA","BOLLERIA PARA HORNEAR"
"104528980","BOLLERIA","BOLLERIA PARA HORNEAR"
"104528990","BOLLERIA","BOLLERIA PARA HORNEAR"
"104529000","BOLLERIA","BOLLERIA PARA HORNEAR"
"104529030","BOLLERIA","BOLLERIA PARA HORNEAR"
"104529270","BOLLERIA","BOLLERIA PARA HORNEAR"
"104529280","BOLLERIA","BOLLERIA PARA HORNEAR"
"104529290","BOLLERIA","BOLLERIA PARA HORNEAR"
"104534600","BOLLERIA","BOLLERIA PARA HORNEAR"
"104538230","BOLLERIA","BOLLERIA PARA HORNEAR"
"104539860","BOLLERIA","BOLLERIA PARA HORNEAR"
"104543140","BOLLERIA","BOLLERIA PARA HORNEAR"
"104543490","BOLLERIA","BOLLERIA PARA HORNEAR"
"104543500","BOLLERIA","BOLLERIA PARA HORNEAR"
"104544050","BOLLERIA","BOLLERIA PARA HORNEAR"
"104544060","BOLLERIA","BOLLERIA PARA HORNEAR"
"105153960","BOLLERIA","BOLLERIA PARA HORNEAR"
"105154180","BOLLERIA","BOLLERIA PARA HORNEAR"
"105154350","BOLLERIA","BOLLERIA PARA HORNEAR"
"105154620","BOLLERIA","BOLLERIA PARA HORNEAR"
"105154650","BOLLERIA","BOLLERIA PARA HORNEAR"
"104254140","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104254150","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104513070","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104515630","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104518050","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104518330","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104518710","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104519450","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104519460","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104519470","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104520000","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104520010","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104520020","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104521090","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104521100","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104521710","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104522420","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104522800","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104522810","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104522830","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104522840","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104522850","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104522860","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104522870","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104523150","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104523160","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104523170","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104523210","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104523220","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104524000","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104524010","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104524020","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104524030","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104524280","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104524440","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104524450","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104524460","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104524470","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104524680","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104525070","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104527850","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104528040","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104528070","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104528080","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104529460","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104529470","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104529530","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104532430","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104532480","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104532510","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104532530","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104532740","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104532750","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104532760","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104532770","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104532790","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104532980","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104533040","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104533210","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104533580","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104535350","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104535360","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104537580","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104537590","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104537600","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104537940","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104538930","BOLLERIA","BOLLERÍA LISTA PARA COMER"
"104539390","BOLLERIA","BOLLERÍA LISTA PARA COMER"
