"sku","categoria","familia"
"10240108","FS-Abarrotes FS","Aba ICB Snacks - Papas Fritas MP"
"10240110","FS-Abarrotes FS","Aba ICB Snacks - Papas Fritas MP"
"10240115","FS-Abarrotes FS","Aba ICB Snacks - Papas Fritas MP"
"150001554","FS-Abarrotes FS","Aba JBA Aceituna Arauco - Rodaja"
"10500010","FS-Abarrotes FS","Aba JBA Salsa de Soya - Bidón"
"10500020","FS-Abarrotes FS","Aba JBA Salsa de Soya - Bidón"
"10500025","FS-Abarrotes FS","Aba JBA Salsa de Soya - Bidón"
"10500030","FS-Abarrotes FS","Aba JBA Salsa de Soya - Bidón"
"10500040","FS-Abarrotes FS","Aba JBA Salsa de Soya - Bidón"
"10500095","FS-Abarrotes FS","Abarrotes JBA Ketchup - Granel"
"10450114","FS-Abarrotes FS","Abarrotes JBA Ketchup - Sachet Don Juan"
"10500046","FS-Abarrotes FS","Abarrotes JBA Ketchup - Sachet Don Juan"
"10500047","FS-Abarrotes FS","Abarrotes JBA Ketchup - Sachet Don Juan"
"10500048","FS-Abarrotes FS","Abarrotes JBA Ketchup - Sachet Don Juan"
"10500049","FS-Abarrotes FS","Abarrotes JBA Ketchup - Sachet Don Juan"
"10500051","FS-Abarrotes FS","Abarrotes JBA Ketchup - Sachet Don Juan"
"10500054","FS-Abarrotes FS","Abarrotes JBA Ketchup - Sachet Don Juan"
"10500096","FS-Abarrotes FS","Abarrotes JBA Ketchup - Sachet Don Juan"
"10500097","FS-Abarrotes FS","Abarrotes JBA Ketchup - Sachet Don Juan"
"10500014","FS-Abarrotes FS","Abarrotes Otros - Concentrado Tomate"
"10500015","FS-Abarrotes FS","Abarrotes Otros - Concentrado Tomate"
"10456002","FS-Abarrotes FS","Abarrotes Otros - Harinas - Especiales"
"10410312","FS-Abarrotes FS","Abarrotes Otros - Otros"
"10410316","FS-Abarrotes FS","Abarrotes Otros - Otros"
"10420535","FS-Abarrotes FS","Abarrotes Otros - Otros"
"10450098","FS-Abarrotes FS","Abarrotes Otros Aceite - Hidrogenado"
"10450097","FS-Abarrotes FS","Abarrotes Otros Aceite - Manteca"
"10450100","FS-Abarrotes FS","Abarrotes Otros Aceite - Manteca"
"10450101","FS-Abarrotes FS","Abarrotes Otros Aceite - Manteca"
"10450102","FS-Abarrotes FS","Abarrotes Otros Aceite - Manteca"
"10450103","FS-Abarrotes FS","Abarrotes Otros Aceite - Manteca"
"10450104","FS-Abarrotes FS","Abarrotes Otros Aceite - Manteca"
"10450121","FS-Abarrotes FS","Abarrotes Otros Aceite - Manteca"
"10450122","FS-Abarrotes FS","Abarrotes Otros Aceite - Manteca"
"10450085","FS-Abarrotes FS","Abarrotes Otros Aceite - Mezcla"
"10450088","FS-Abarrotes FS","Abarrotes Otros Aceite - Mezcla"
"10450090","FS-Abarrotes FS","Abarrotes Otros Aceite - Mezcla"
"10450093","FS-Abarrotes FS","Abarrotes Otros Aceite - Mezcla"
"10450096","FS-Abarrotes FS","Abarrotes Otros Aceite - Mezcla"
"10451060","FS-Abarrotes FS","Abarrotes Otros Aceite - Mezcla"
"10456010","FS-Abarrotes FS","Abarrotes Otros Agua- Con Gas"
"10456018","FS-Abarrotes FS","Abarrotes Otros Agua- Con Gas"
"10456020","FS-Abarrotes FS","Abarrotes Otros Agua- Con Gas"
"10456012","FS-Abarrotes FS","Abarrotes Otros Agua- Con Sabor"
"10456014","FS-Abarrotes FS","Abarrotes Otros Agua- Con Sabor"
"10456016","FS-Abarrotes FS","Abarrotes Otros Agua- Con Sabor"
"10456026","FS-Abarrotes FS","Abarrotes Otros Agua- Con Sabor"
"10456030","FS-Abarrotes FS","Abarrotes Otros Agua- Con Sabor"
"10456022","FS-Abarrotes FS","Abarrotes Otros Agua-Sin Gas"
"10456004","FS-Abarrotes FS","Abarrotes Otros Coberturas - Maní Molido"
"10456006","FS-Abarrotes FS","Abarrotes Otros Coberturas - Maní Molido"
"10450002","FS-Abarrotes FS","Abarrotes Otros Consv Frutas - Castañas"
"10450005","FS-Abarrotes FS","Abarrotes Otros Consv Frutas - Cerezass"
"10500026","FS-Abarrotes FS","Abarrotes Otros Consv Frutas - Coctel"
"10450014","FS-Abarrotes FS","Abarrotes Otros Consv Frutas - Durazno"
"10450022","FS-Abarrotes FS","Abarrotes Otros Consv Frutas - Durazno"
"10453005","FS-Abarrotes FS","Abarrotes Otros Endulzantes - Pastilla"
"10453010","FS-Abarrotes FS","Abarrotes Otros Endulzantes - Pastilla"
"10453013","FS-Abarrotes FS","Abarrotes Otros Endulzantes - Pastilla"
"10453003","FS-Abarrotes FS","Abarrotes Otros Endulzantes - Polvo"
"10450075","FS-Abarrotes FS","Abarrotes Otros Jarabe - Bidon"
"10435410","FS-Abarrotes FS","Abarrotes Otros Jarabe - Botella"
"10435412","FS-Abarrotes FS","Abarrotes Otros Jarabe - Botella"
"10450060","FS-Abarrotes FS","Abarrotes Otros Jarabe - Botella"
"10453100","FS-Abarrotes FS","Abarrotes Otros Leche Condensada"
"10500075","FS-Abarrotes FS","Abarrotes Otros Leche Condensada"
"10500085","FS-Abarrotes FS","Abarrotes Otros Leche Condensada"
"10500087","FS-Abarrotes FS","Abarrotes Otros Leche Condensada"
"10500089","FS-Abarrotes FS","Abarrotes Otros Mermeladas"
"10450010","FS-Abarrotes FS","Abarrotes Otros Puré - Castañas"
"10450040","FS-Abarrotes FS","Abarrotes Otros Puré Dulce - Lúcumas"
"10451005","FS-Abarrotes FS","Abarrotes Otros-Topping-Topping"
"10451007","FS-Abarrotes FS","Abarrotes Otros-Topping-Topping"
"10451025","FS-Abarrotes FS","Abarrotes Otros-Topping-Topping"
"10435406","FS-Abarrotes FS","AbarrotesOtros-Arroz-Oriental"
"10435408","FS-Abarrotes FS","AbarrotesOtros-Arroz-Oriental"
"10435416","FS-Abarrotes FS","AbarrotesOtros-Arroz-Oriental"
"10380035","FS-Abarrotes FS","Aceite - Aceite"
"10380037","FS-Abarrotes FS","Aceite - Aceite"
"10405110","FS-Abarrotes FS","Aceite - Aceite"
"10450082","FS-Abarrotes FS","Aceite - Aceite"
"10450083","FS-Abarrotes FS","Aceite - Aceite"
"10450086","FS-Abarrotes FS","Aceite - Aceite"
"10450087","FS-Abarrotes FS","Aceite - Aceite"
"10450089","FS-Abarrotes FS","Aceite - Aceite"
"10450091","FS-Abarrotes FS","Aceite - Aceite"
"10450092","FS-Abarrotes FS","Aceite - Aceite"
"10450094","FS-Abarrotes FS","Aceite - Aceite"
"10450095","FS-Abarrotes FS","Aceite - Aceite"
"10450120","FS-Abarrotes FS","Aceite - Aceite"
"10451195","FS-Abarrotes FS","Aceite - Aceite"
"104512210","FS-Abarrotes FS","Aceite - Aceite"
"10451223","FS-Abarrotes FS","Aceite - Aceite"
"10451269","FS-Abarrotes FS","Aceite - Aceite"
"10453106","FS-Abarrotes FS","Aceite - Aceite"
"10453107","FS-Abarrotes FS","Aceite - Aceite"
"10453108","FS-Abarrotes FS","Aceite - Aceite"
"20123046","FS-Abarrotes FS","Aceite - Aceite"
"20123093","FS-Abarrotes FS","Aceite - Aceite"
"10451018","FS-Abarrotes FS","Aderezos - Aderezos"
"104518420","FS-Abarrotes FS","Aderezos - Aderezos"
"104521400","FS-Abarrotes FS","Aderezos - Aderezos"
"104530530","FS-Abarrotes FS","Aderezos - Aderezos"
"10410651","FS-Abarrotes FS","Appetizers - Appetizers"
"10410653","FS-Abarrotes FS","Appetizers - Appetizers"
"10410654","FS-Abarrotes FS","Appetizers - Appetizers"
"10410656","FS-Abarrotes FS","Appetizers - Appetizers"
"10410658","FS-Abarrotes FS","Appetizers - Appetizers"
"10451066","FS-Abarrotes FS","Arroz - Arroz"
"10451300","FS-Abarrotes FS","Arroz - Arroz"
"10453075","FS-Abarrotes FS","Arroz - Arroz"
"104530750","FS-Abarrotes FS","Arroz - Arroz"
"10454006","FS-Abarrotes FS","Arroz - Arroz"
"10454007","FS-Abarrotes FS","Arroz - Arroz"
"10454008","FS-Abarrotes FS","Arroz - Arroz"
"10454015","FS-Abarrotes FS","Arroz - Arroz"
"104513320","FS-Abarrotes FS","Bebestibles - Bebestibles - Bebestibles"
"104514990","FS-Abarrotes FS","Bebestibles - Bebestibles - Bebestibles"
"104515530","FS-Abarrotes FS","Bebestibles - Bebestibles - Bebestibles"
"104521490","FS-Abarrotes FS","Bebestibles - Bebestibles - Bebestibles"
"104521520","FS-Abarrotes FS","Bebestibles - Bebestibles - Bebestibles"
"10009506","FS-Abarrotes FS","Café - Café"
"10009507","FS-Abarrotes FS","Café - Café"
"10451008","FS-Abarrotes FS","Café - Café"
"10451070","FS-Abarrotes FS","Café - Café"
"10451071","FS-Abarrotes FS","Café - Café"
"10451072","FS-Abarrotes FS","Café - Café"
"10451073","FS-Abarrotes FS","Café - Café"
"10451074","FS-Abarrotes FS","Café - Café"
"10451075","FS-Abarrotes FS","Café - Café"
"10451076","FS-Abarrotes FS","Café - Café"
"10451077","FS-Abarrotes FS","Café - Café"
"10451078","FS-Abarrotes FS","Café - Café"
"10451079","FS-Abarrotes FS","Café - Café"
"10451080","FS-Abarrotes FS","Café - Café"
"10451081","FS-Abarrotes FS","Café - Café"
"10451111","FS-Abarrotes FS","Café - Café"
"10451162","FS-Abarrotes FS","Café - Café"
"10451163","FS-Abarrotes FS","Café - Café"
"10451164","FS-Abarrotes FS","Café - Café"
"10451165","FS-Abarrotes FS","Café - Café"
"10451166","FS-Abarrotes FS","Café - Café"
"10451167","FS-Abarrotes FS","Café - Café"
"10451168","FS-Abarrotes FS","Café - Café"
"10451169","FS-Abarrotes FS","Café - Café"
"10451170","FS-Abarrotes FS","Café - Café"
"10451171","FS-Abarrotes FS","Café - Café"
"10451172","FS-Abarrotes FS","Café - Café"
"10451179","FS-Abarrotes FS","Café - Café"
"10451180","FS-Abarrotes FS","Café - Café"
"10451181","FS-Abarrotes FS","Café - Café"
"10451237","FS-Abarrotes FS","Café - Café"
"10451238","FS-Abarrotes FS","Café - Café"
"10451241","FS-Abarrotes FS","Café - Café"
"10451242","FS-Abarrotes FS","Café - Café"
"10451243","FS-Abarrotes FS","Café - Café"
"10451252","FS-Abarrotes FS","Café - Café"
"10451253","FS-Abarrotes FS","Café - Café"
"10451275","FS-Abarrotes FS","Café - Café"
"10451276","FS-Abarrotes FS","Café - Café"
"10451277","FS-Abarrotes FS","Café - Café"
"10451278","FS-Abarrotes FS","Café - Café"
"10451426","FS-Abarrotes FS","Café - Café"
"10451427","FS-Abarrotes FS","Café - Café"
"10451428","FS-Abarrotes FS","Café - Café"
"10452004","FS-Abarrotes FS","Café - Café"
"10452040","FS-Abarrotes FS","Café - Café"
"10452042","FS-Abarrotes FS","Café - Café"
"10452044","FS-Abarrotes FS","Café - Café"
"10452046","FS-Abarrotes FS","Café - Café"
"104520460","FS-Abarrotes FS","Café - Café"
"10452048","FS-Abarrotes FS","Café - Café"
"10456050","FS-Abarrotes FS","Café - Café"
"10456051","FS-Abarrotes FS","Café - Café"
"10456052","FS-Abarrotes FS","Café - Café"
"10456056","FS-Abarrotes FS","Café - Café"
"10456057","FS-Abarrotes FS","Café - Café"
"10456062","FS-Abarrotes FS","Café - Café"
"10456064","FS-Abarrotes FS","Café - Café"
"10456070","FS-Abarrotes FS","Café - Café"
"10456072","FS-Abarrotes FS","Café - Café"
"10456074","FS-Abarrotes FS","Café - Café"
"10456076","FS-Abarrotes FS","Café - Café"
"10456078","FS-Abarrotes FS","Café - Café"
"10456080","FS-Abarrotes FS","Café - Café"
"10456082","FS-Abarrotes FS","Café - Café"
"10456084","FS-Abarrotes FS","Café - Café"
"10456085","FS-Abarrotes FS","Café - Café"
"10456086","FS-Abarrotes FS","Café - Café"
"10456087","FS-Abarrotes FS","Café - Café"
"10456088","FS-Abarrotes FS","Café - Café"
"10456090","FS-Abarrotes FS","Café - Café"
"10456091","FS-Abarrotes FS","Café - Café"
"10456092","FS-Abarrotes FS","Café - Café"
"10456093","FS-Abarrotes FS","Café - Café"
"10456094","FS-Abarrotes FS","Café - Café"
"10456095","FS-Abarrotes FS","Café - Café"
"10456096","FS-Abarrotes FS","Café - Café"
"10456097","FS-Abarrotes FS","Café - Café"
"10456098","FS-Abarrotes FS","Café - Café"
"10485066","FS-Abarrotes FS","Café - Café"
"10485067","FS-Abarrotes FS","Café - Café"
"20130005","FS-Abarrotes FS","Café - Café"
"20130010","FS-Abarrotes FS","Café - Café"
"20130015","FS-Abarrotes FS","Café - Café"
"20130020","FS-Abarrotes FS","Café - Café"
"20131020","FS-Abarrotes FS","Café - Café"
"10009362","FS-Abarrotes FS","Carozzi - Carozzi - Carozzi"
"10009378","FS-Abarrotes FS","Carozzi - Carozzi - Carozzi"
"10009379","FS-Abarrotes FS","Carozzi - Carozzi - Carozzi"
"10009503","FS-Abarrotes FS","Carozzi - Carozzi - Carozzi"
"10009508","FS-Abarrotes FS","Carozzi - Carozzi - Carozzi"
"10450107","FS-Abarrotes FS","Carozzi - Carozzi - Carozzi"
"10450108","FS-Abarrotes FS","Carozzi - Carozzi - Carozzi"
"10450116","FS-Abarrotes FS","Carozzi - Carozzi - Carozzi"
"10451202","FS-Abarrotes FS","Carozzi - Carozzi - Carozzi"
"10451203","FS-Abarrotes FS","Carozzi - Carozzi - Carozzi"
"10451204","FS-Abarrotes FS","Carozzi - Carozzi - Carozzi"
"10451205","FS-Abarrotes FS","Carozzi - Carozzi - Carozzi"
"10451206","FS-Abarrotes FS","Carozzi - Carozzi - Carozzi"
"10451207","FS-Abarrotes FS","Carozzi - Carozzi - Carozzi"
"10451208","FS-Abarrotes FS","Carozzi - Carozzi - Carozzi"
"10451209","FS-Abarrotes FS","Carozzi - Carozzi - Carozzi"
"10451229","FS-Abarrotes FS","Carozzi - Carozzi - Carozzi"
"10451230","FS-Abarrotes FS","Carozzi - Carozzi - Carozzi"
"10451232","FS-Abarrotes FS","Carozzi - Carozzi - Carozzi"
"10451233","FS-Abarrotes FS","Carozzi - Carozzi - Carozzi"
"10451234","FS-Abarrotes FS","Carozzi - Carozzi - Carozzi"
"10451235","FS-Abarrotes FS","Carozzi - Carozzi - Carozzi"
"10451236","FS-Abarrotes FS","Carozzi - Carozzi - Carozzi"
"10451239","FS-Abarrotes FS","Carozzi - Carozzi - Carozzi"
"10451256","FS-Abarrotes FS","Carozzi - Carozzi - Carozzi"
"10451311","FS-Abarrotes FS","Carozzi - Carozzi - Carozzi"
"10451364","FS-Abarrotes FS","Carozzi - Carozzi - Carozzi"
"10451365","FS-Abarrotes FS","Carozzi - Carozzi - Carozzi"
"104514370","FS-Abarrotes FS","Carozzi - Carozzi - Carozzi"
"104514380","FS-Abarrotes FS","Carozzi - Carozzi - Carozzi"
"104514390","FS-Abarrotes FS","Carozzi - Carozzi - Carozzi"
"20111011","FS-Abarrotes FS","Carozzi - Carozzi - Carozzi"
"10450099","FS-Abarrotes FS","Confites - Rocher"
"10434220","FS-Abarrotes FS","Congelados"
"10129166","FS-Abarrotes FS","Conservas - Conservas"
"10151008","FS-Abarrotes FS","Conservas - Conservas"
"10151010","FS-Abarrotes FS","Conservas - Conservas"
"10153055","FS-Abarrotes FS","Conservas - Conservas"
"10153060","FS-Abarrotes FS","Conservas - Conservas"
"10211010","FS-Abarrotes FS","Conservas - Conservas"
"10432052","FS-Abarrotes FS","Conservas - Conservas"
"10450007","FS-Abarrotes FS","Conservas - Conservas"
"10450015","FS-Abarrotes FS","Conservas - Conservas"
"104500150","FS-Abarrotes FS","Conservas - Conservas"
"10450017","FS-Abarrotes FS","Conservas - Conservas"
"104500200","FS-Abarrotes FS","Conservas - Conservas"
"10450031","FS-Abarrotes FS","Conservas - Conservas"
"104500310","FS-Abarrotes FS","Conservas - Conservas"
"10450035","FS-Abarrotes FS","Conservas - Conservas"
"104500350","FS-Abarrotes FS","Conservas - Conservas"
"10451022","FS-Abarrotes FS","Conservas - Conservas"
"10451177","FS-Abarrotes FS","Conservas - Conservas"
"104513100","FS-Abarrotes FS","Conservas - Conservas"
"10452006","FS-Abarrotes FS","Conservas - Conservas"
"10452007","FS-Abarrotes FS","Conservas - Conservas"
"10452008","FS-Abarrotes FS","Conservas - Conservas"
"10452009","FS-Abarrotes FS","Conservas - Conservas"
"10500058","FS-Abarrotes FS","Conservas - Conservas"
"10453103","FS-Abarrotes FS","Crema - Crema"
"40601005","FS-Abarrotes FS","DESCONTINUADOS"
"10450106","FS-Abarrotes FS","Derivados Tomates - Derivados Tomates"
"10451059","FS-Abarrotes FS","Derivados Tomates - Derivados Tomates"
"10451067","FS-Abarrotes FS","Derivados Tomates - Derivados Tomates"
"10500093","FS-Abarrotes FS","Derivados Tomates - Derivados Tomates"
"10500094","FS-Abarrotes FS","Derivados Tomates - Derivados Tomates"
"10500098","FS-Abarrotes FS","Derivados Tomates - Derivados Tomates"
"10500105","FS-Abarrotes FS","Derivados Tomates - Derivados Tomates"
"10800400","FS-Abarrotes FS","Derivados Tomates - Derivados Tomates"
"10800405","FS-Abarrotes FS","Derivados Tomates - Derivados Tomates"
"10500050","FS-Abarrotes FS","Desechables y Art Aseo - Otros Desechabl"
"10500065","FS-Abarrotes FS","Desechables y Art Aseo - Otros Desechabl"
"10500090","FS-Abarrotes FS","Desechables y Art Aseo - Otros Desechabl"
"10502015","FS-Abarrotes FS","Desechables y Art Aseo - Otros Desechabl"
"10502025","FS-Abarrotes FS","Desechables y Art Aseo - Otros Desechabl"
"10502031","FS-Abarrotes FS","Desechables y Art Aseo - Otros Desechabl"
"10502035","FS-Abarrotes FS","Desechables y Art Aseo - Otros Desechabl"
"10502040","FS-Abarrotes FS","Desechables y Art Aseo - Otros Desechabl"
"10502045","FS-Abarrotes FS","Desechables y Art Aseo - Otros Desechabl"
"10502050","FS-Abarrotes FS","Desechables y Art Aseo - Otros Desechabl"
"10502055","FS-Abarrotes FS","Desechables y Art Aseo - Otros Desechabl"
"10502060","FS-Abarrotes FS","Desechables y Art Aseo - Otros Desechabl"
"10502065","FS-Abarrotes FS","Desechables y Art Aseo - Otros Desechabl"
"10501085","FS-Abarrotes FS","Desechables y Art Aseo - Platos"
"10501090","FS-Abarrotes FS","Desechables y Art Aseo - Vasos"
"10501091","FS-Abarrotes FS","Desechables y Art Aseo - Vasos"
"10300078","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10430308","FS-Abarrotes FS","Exclusivos - Exclusivos"
"104502150","FS-Abarrotes FS","Exclusivos - Exclusivos"
"104502160","FS-Abarrotes FS","Exclusivos - Exclusivos"
"104502180","FS-Abarrotes FS","Exclusivos - Exclusivos"
"104502190","FS-Abarrotes FS","Exclusivos - Exclusivos"
"104502200","FS-Abarrotes FS","Exclusivos - Exclusivos"
"104502210","FS-Abarrotes FS","Exclusivos - Exclusivos"
"104502250","FS-Abarrotes FS","Exclusivos - Exclusivos"
"104502260","FS-Abarrotes FS","Exclusivos - Exclusivos"
"104502270","FS-Abarrotes FS","Exclusivos - Exclusivos"
"104502280","FS-Abarrotes FS","Exclusivos - Exclusivos"
"104502350","FS-Abarrotes FS","Exclusivos - Exclusivos"
"104502360","FS-Abarrotes FS","Exclusivos - Exclusivos"
"104502370","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451003","FS-Abarrotes FS","Exclusivos - Exclusivos"
"104510030","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451009","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451045","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451046","FS-Abarrotes FS","Exclusivos - Exclusivos"
"104510460","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451048","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451050","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451053","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451055","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451120","FS-Abarrotes FS","Exclusivos - Exclusivos"
"104511200","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451121","FS-Abarrotes FS","Exclusivos - Exclusivos"
"104511210","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451122","FS-Abarrotes FS","Exclusivos - Exclusivos"
"104511220","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451123","FS-Abarrotes FS","Exclusivos - Exclusivos"
"104511230","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451124","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451132","FS-Abarrotes FS","Exclusivos - Exclusivos"
"104511320","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451133","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451135","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451137","FS-Abarrotes FS","Exclusivos - Exclusivos"
"104511370","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451138","FS-Abarrotes FS","Exclusivos - Exclusivos"
"104511380","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451139","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451140","FS-Abarrotes FS","Exclusivos - Exclusivos"
"104511400","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451142","FS-Abarrotes FS","Exclusivos - Exclusivos"
"104511420","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451143","FS-Abarrotes FS","Exclusivos - Exclusivos"
"104511430","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451144","FS-Abarrotes FS","Exclusivos - Exclusivos"
"104511440","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451145","FS-Abarrotes FS","Exclusivos - Exclusivos"
"104511450","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451146","FS-Abarrotes FS","Exclusivos - Exclusivos"
"104511460","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451147","FS-Abarrotes FS","Exclusivos - Exclusivos"
"104511470","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451148","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451150","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451151","FS-Abarrotes FS","Exclusivos - Exclusivos"
"104511510","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451152","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451154","FS-Abarrotes FS","Exclusivos - Exclusivos"
"104511540","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451155","FS-Abarrotes FS","Exclusivos - Exclusivos"
"104511550","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451183","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451186","FS-Abarrotes FS","Exclusivos - Exclusivos"
"104511860","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451187","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451188","FS-Abarrotes FS","Exclusivos - Exclusivos"
"104511880","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451189","FS-Abarrotes FS","Exclusivos - Exclusivos"
"104511890","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451190","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451240","FS-Abarrotes FS","Exclusivos - Exclusivos"
"104512400","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451279","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451281","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451282","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451283","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451284","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451285","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451286","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451323","FS-Abarrotes FS","Exclusivos - Exclusivos"
"104513230","FS-Abarrotes FS","Exclusivos - Exclusivos"
"104513240","FS-Abarrotes FS","Exclusivos - Exclusivos"
"104513250","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451327","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451328","FS-Abarrotes FS","Exclusivos - Exclusivos"
"104513280","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451334","FS-Abarrotes FS","Exclusivos - Exclusivos"
"104513340","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451335","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451336","FS-Abarrotes FS","Exclusivos - Exclusivos"
"104513360","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451337","FS-Abarrotes FS","Exclusivos - Exclusivos"
"104513370","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451338","FS-Abarrotes FS","Exclusivos - Exclusivos"
"104513380","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451339","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451340","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451341","FS-Abarrotes FS","Exclusivos - Exclusivos"
"104513410","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451342","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451343","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451344","FS-Abarrotes FS","Exclusivos - Exclusivos"
"104513440","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451345","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451346","FS-Abarrotes FS","Exclusivos - Exclusivos"
"104513460","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451347","FS-Abarrotes FS","Exclusivos - Exclusivos"
"104513470","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451348","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451349","FS-Abarrotes FS","Exclusivos - Exclusivos"
"104513490","FS-Abarrotes FS","Exclusivos - Exclusivos"
"104513500","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451351","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451352","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451353","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451356","FS-Abarrotes FS","Exclusivos - Exclusivos"
"104513560","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451357","FS-Abarrotes FS","Exclusivos - Exclusivos"
"104513580","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451359","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451360","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451361","FS-Abarrotes FS","Exclusivos - Exclusivos"
"104513610","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451362","FS-Abarrotes FS","Exclusivos - Exclusivos"
"104513620","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451363","FS-Abarrotes FS","Exclusivos - Exclusivos"
"104513630","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451366","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451367","FS-Abarrotes FS","Exclusivos - Exclusivos"
"104513680","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451369","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451370","FS-Abarrotes FS","Exclusivos - Exclusivos"
"104513700","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451376","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451377","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451378","FS-Abarrotes FS","Exclusivos - Exclusivos"
"104513780","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451379","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451380","FS-Abarrotes FS","Exclusivos - Exclusivos"
"104513800","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451381","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451382","FS-Abarrotes FS","Exclusivos - Exclusivos"
"104513820","FS-Abarrotes FS","Exclusivos - Exclusivos"
"10451383","FS-Abarrotes FS","Exclusivos - Exclusivos"
"104513830","FS-Abarrotes FS","Exclusivos - Exclusivos"
