sku,descripcion,categoria,familia,bidfood,central mayorista,interno,jumbo,otros,min_ext,max_ext,fuente_min,fuente_max,gap_min_pct,gap_max_pct
104523060,KETCHUP SACHET CAROZZI 8 G,SALSAS Y ADEREZOS,MINI PORCIONES,,,3000.0,,3241.5966386554624,3241.5966386554624,3241.5966386554624,otros,otros,0.08053221288515422,0.08053221288515422
104523080,CARNE MECHADA CAMPESTRE 1 KG,ELABORADOS CARNICOS COCIDOS,ELABORADOS VACUNO,,,10290.0,,,,,,,,
104523150,MACARONS POPPIES 11 g,BOLLERIA,BOLLERÃA LISTA PARA COMER,,,45075.757575757576,,40730.83778966132,40730.83778966132,40730.83778966132,otros,otros,-0.09639149777558087,-0.09639149777558087
104523160,MIX DE DONUT RELLENAS POPPIES 68 g,BOLLERIA,BOLLERÃA LISTA PARA COMER,,,9191.176470588236,,10416.666666666668,10416.666666666668,10416.666666666668,otros,otros,0.1333333333333333,0.1333333333333333
104523170,MIX DE MINI DONUT POPPIES 18 g,BOLLERIA,BOLLERÃA LISTA PARA COMER,,,14384.920634920634,,15684.19034280379,15684.19034280379,15684.19034280379,otros,otros,0.09032164589973934,0.09032164589973934
104523240,MERLUZA C/P S/E  1 kg 170-220g IMPORTADA,PESCADOS Y MARISCOS,PESCADOS,,,4590.0,,,,,,,,
104523380,LECHE ENTERA SOPROLE 1 l,LACTEOS,LECHES,1947.5,907.5630252100841,1290.0,1109.2436974789916,,907.5630252100841,1947.5,central mayorista,bidfood,-0.29646277115497355,0.5096899224806202
104523750,HAMBURGUESA CLASICA 110 g,HAMBURGUESAS,HAMBURGUESAS PREMIUM,,,6818.181818181818,,,,,,,,
104523790,CAPSULA DOBLE ESP GOLD SEL LAVAZZA 16 g,CAFE Y DERIVADOS,CAPSULAS Y PODS,,,57272.727272727265,,,,,,,,
104523800,CAPSULA ESPRESSO GOLD SELECT LAVAZZA 8 g,CAFE Y DERIVADOS,CAPSULAS Y PODS,,,47250.0,,,,,,,,
104523840,CAPSULA DOBLE ESP TOP CLASS LAVAZZA 16 g,CAFE Y DERIVADOS,CAPSULAS Y PODS,,,57272.727272727265,,,,,,,,
104523850,CAPSULA ESPRESSO TOP CLASS LAVAZZA 8 g,CAFE Y DERIVADOS,CAPSULAS Y PODS,,,47250.0,,,,,,,,
104523990,FRUTA LISTA DURAZNO C/JUGO DE UVA 113 g,CONSERVAS,FRUTAS,,,3801.6224188790557,,,,,,,,
104524100,BOMBILLA ENVASADA NEGRA 6 mm,SUMINISTROS,DESECHABLES,,,20000.0,,,,,,,,
104524190,JUGO ORGANICO MANZANA AMA 300 ml,BEBIDAS,JUGOS,,,3666.6666666666665,,4705.882352941177,4705.882352941177,4705.882352941177,otros,otros,0.28342245989304815,0.28342245989304815
104524200,JUGO ORGANICO MANZANA KIWI AMA 300 ml,BEBIDAS,JUGOS,,,3666.6666666666665,,4705.882352941177,4705.882352941177,4705.882352941177,otros,otros,0.28342245989304815,0.28342245989304815
104524230,GORRO NEGRO REDECILLA,SUMINISTROS,DESECHABLES,,,24500.0,,,,,,,,
104524330,PECHUGA DESHUESADA DE POLLO MARINADA 2 K,POLLO,PECHUGAS,,,5800.0,,,,,,,,
104524420,ACEITE OLIVA E/VIRGEN ZAYTA 500 ml,ACEITES Y VINAGRES,ACEITES DE OLIVA,,,,,13445.378151260506,13445.378151260506,13445.378151260506,otros,otros,,
104524540,FILETILLO POLLO IQF IMP 1 KG,POLLO,FILETILLOS,,,5800.0,,,,,,,,
104524570,AZUCAR FLOR IANSA 25 kg,REPOSTERIA,INGREDIENTES REPOSTERIA,,,1676.0,,,,,,,,
104524690,PULPA MARACUYA S/SEMILLAS S/AZUCAR 1 kg,FRUTAS Y VERDURAS CONGELADAS,FRUTAS,5497.0,,6600.0,,,5497.0,5497.0,bidfood,bidfood,-0.16712121212121211,-0.16712121212121211
104524840,HAMBURGUESA PREMIUM 216 g,HAMBURGUESAS,HAMBURGUESAS PREMIUM,,,7361.111111111111,,,,,,,,
104524930,BOMBILLA BICOLOR 8 mm,SUMINISTROS,DESECHABLES,,,16250.0,,,,,,,,
104525040,MIX BERRIES 1 kg,FRUTAS Y VERDURAS CONGELADAS,FRUTAS,,,5933.333333333333,,8193.27731092437,8193.27731092437,8193.27731092437,otros,otros,0.38088943442545564,0.38088943442545564
104525110,CONCENTRADO TOMATE POMAROLA 1 kg,SALSAS Y ADEREZOS,SALSAS DE TOMATE,2477.0,,2900.0,,2386.5546218487398,2386.5546218487398,2477.0,otros,bidfood,-0.17705013039698625,-0.14586206896551723
104525460,PURE DE PAPA INSTANTANEO 1 kg,OTROS ABARROTES,OTROS,5450.0,,4316.666666666667,9243.697478991597,,5450.0,9243.697478991597,bidfood,jumbo,0.26254826254826247,1.1413970993802924
104525770,HARINA S/POLVO 1 kg,REPOSTERIA,HARINAS Y SEMOLAS,656.0,596.6386554621849,1150.0,,,596.6386554621849,656.0,central mayorista,bidfood,-0.4811837778589696,-0.4295652173913044
104526080,AZUCAR G2 BONANZA 1 kg,OTROS ABARROTES,AZUCAR Y ENDULZANTES,,,1170.0,,,,,,,,
104526090,SAL FINA 1 kg,OTROS ABARROTES,SAL,243.0,,411.8,487.3949579831933,,243.0,487.3949579831933,bidfood,jumbo,-0.4099077221952404,0.1835720203574387
104526560,ARROZ PREGRANEADO TUCAPEL 1 kg,OTROS ABARROTES,ARROZ,,1369.747899159664,2092.4,,1487.3949579831933,1369.747899159664,1487.3949579831933,central mayorista,otros,-0.34536995834464534,-0.28914406519633284
104526890,POSTA ROSADA CAT V CONG PRY,VACUNO CONGELADO,POSTA ROSADA,,7218.487394957983,,10915.966386554623,,7218.487394957983,10915.966386554623,central mayorista,jumbo,,
104527320,ARROZ G2 MIRAFLORES IMPORTADO 1 kg,OTROS ABARROTES,ARROZ,,,1336.1,,1756.3025210084033,1756.3025210084033,1756.3025210084033,otros,otros,0.3144993046990521,0.3144993046990521
104527430,"PAPA 12 mm AVIKO 2,5 kg",PAPAS,PAPAS BASTON,,,2300.0,,3360.5042016806724,3360.5042016806724,3360.5042016806724,otros,otros,0.4610887833394228,0.4610887833394228
104527450,PIZZA PEPPERONI INDIVIDUAL 160 g,PLATOS PREPARADOS,PLATOS PREPARADOS,,,8463.541666666668,,10720.850840336136,10720.850840336136,10720.850840336136,otros,otros,0.2667097608274078,0.2667097608274078
104527520,"PAPA 10 mm AVIKO 2,5 kg",PAPAS,PAPAS BASTON,,,2490.0,,1914.2,1914.2,1914.2,otros,otros,-0.23124497991967874,-0.23124497991967874
104527550,AVENA INSTANTANEA PURA AVENA 900 g,OTROS ABARROTES,CEREALES,,,1466.6666666666667,1867.4136321195144,,1867.4136321195144,1867.4136321195144,jumbo,jumbo,0.2732365673542143,0.2732365673542143
104527570,JAMON SANDWICH LAMINADO SAN JORGE 500 g,JAMONES Y CECINAS,EMBUTIDOS Y FIAMBRES,,,4600.0,,,,,,,,
104527640,JAMON PAVO AHUMADO LAMINADO SJ 500 g,JAMONES Y CECINAS,JAMONES COCIDOS,12828.0,,11960.0,,,12828.0,12828.0,bidfood,bidfood,0.07257525083612038,0.07257525083612038
104527650,JAMON PIERNA LAMINADO SAN JORGE 500 g,JAMONES Y CECINAS,JAMONES COCIDOS,,,7300.0,,7210.084033613446,7210.084033613446,7210.084033613446,otros,otros,-0.012317255669390903,-0.012317255669390903
104527700,GALLETA OBSESION COSTA 85 g,OTROS ABARROTES,GALLETAS,,9787.444389520513,8564.814814814814,13741.967375185368,,9787.444389520513,13741.967375185368,central mayorista,jumbo,0.1427502638575302,0.6044675421838053
104527830,POUCH ATUN LOMITO AGUA ZANAFOODS 1 kg,CONSERVAS,PESCADOS EN CONSERVA,,,6800.0,,,,,,,,
104527850,DONUT RELLENA COOKIES & CREAMÂ  68 g,BOLLERIA,BOLLERÃA LISTA PARA COMER,,,8915.44117647059,,,,,,,,
104527910,AJI COLOR 250 g,CONDIMENTOS,ESPECIAS,,,4600.0,,8403.361344537816,8403.361344537816,8403.361344537816,otros,otros,0.8268176835951775,0.8268176835951775
104527930,CANELA ENTERA 250 g,CONDIMENTOS,ESPECIAS,,,37333.333333333336,,,,,,,,
104528220,KETCHUP SACHET HEINZ 9 G,SALSAS Y ADEREZOS,MINI PORCIONES,,3781.512605042017,4333.333333333333,,5134.453781512605,3781.512605042017,5134.453781512605,central mayorista,otros,-0.1273432449903037,0.18487394957983194
104528690,JUGO ORGANICO MANZANA MANGO AMA 300 ml,BEBIDAS,JUGOS,,,3666.6666666666665,,4705.882352941177,4705.882352941177,4705.882352941177,otros,otros,0.28342245989304815,0.28342245989304815
104528760,TRUTRO ALA REBOZADA SADIA 2 KG,ELABORADOS DE POLLO-CERDO,APANADOS,4754.0,4491.596638655463,5633.333333333333,,,4491.596638655463,4754.0,central mayorista,bidfood,-0.20267515290139704,-0.15609467455621295
104528800,ALMIDON DE MAIZ ALMIFRUT 1 kg,REPOSTERIA,INGREDIENTES REPOSTERIA,,,1840.0,,,,,,,,
104528870,SALSA QUESO CHEDDAR HELLMANNS 1 L,SALSAS Y ADEREZOS,SALSAS ESPECIALES,4250.0,,3595.5882352941176,6572.629051620648,,4250.0,6572.629051620648,bidfood,jumbo,0.1820040899795501,0.8279704519844748
104528900,MAYONESA DELI KRAFT 1 kg,SALSAS Y ADEREZOS,MAYONESAS,,,3030.0,,3257.1428571428573,3257.1428571428573,3257.1428571428573,otros,otros,0.074964639321075,0.074964639321075
104528980,MEDIALUNA PAGNIFIQUE 40 g,BOLLERIA,BOLLERIA PARA HORNEAR,,,5187.5,,,,,,,,
104528990,MEDIALUNA PAGNIFIQUE 45 g,BOLLERIA,BOLLERIA PARA HORNEAR,,,5129.62962962963,,,,,,,,
104529120,TORTILLAS ZANAFOODS 28 cm 12 uds.,OTROS ABARROTES,TORTILLAS DE MAIZ,,4159.663865546218,3297.872340425532,,,4159.663865546218,4159.663865546218,central mayorista,central mayorista,0.26131743019788556,0.26131743019788556
104529150,MOSTAZA HEINZ 1 KG,SALSAS Y ADEREZOS,MOSTAZAS,,4201.680672268908,2130.0,,1932.7731092436975,1932.7731092436975,4201.680672268908,otros,central mayorista,-0.09259478439263025,0.9726200339290647
104529190,HAMBURGUESA CERTIFIED ANGUS BEEF 198 G,HAMBURGUESAS,HAMBURGUESAS CERTIFICADAS,,,11500.0,,,,,,,,
104529210,"PAPA PREMIUM CRUNCH 10 mm AVIKO 2,27 kg",PAPAS,PAPAS BASTON,,,2808.3700440528632,,,,,,,,
104529530,COCADA CON CHOCOLATE POPPIES 70 g,BOLLERIA,BOLLERÃA LISTA PARA COMER,,,8660.714285714286,,8194.027611044417,8194.027611044417,8194.027611044417,otros,otros,-0.05388547171445912,-0.05388547171445912
104529560,QUESO PARMESANO CONAPROLE IMP 6 kg,QUESOS Y MANTEQUILLA,QUESOS DUROS,,,9900.0,,,,,,,,
104529640,NOT CHICKEN BURGER NOTCO 95 g,PLANT BASED,CARNES VEGETALES,,,10789.473684210527,,14064.573197700132,14064.573197700132,14064.573197700132,otros,otros,0.30354580856732927,0.30354580856732927
104529870,"QUESO CHEDDAR LAMINADO LUNCHITAS 2,26 kg",QUESOS Y MANTEQUILLA,QUESOS SEMI DUROS,,,7190.265486725664,,8235.294117647061,8235.294117647061,8235.294117647061,otros,otros,0.14533936651583734,0.14533936651583734
104530240,PEPINILLO MEDIANO TRAVERSO 1 kg,ACEITUNAS Y ENCURTIDOS,ENCURTIDOS,,,2434.6153846153848,,3397.0588235294117,3397.0588235294117,3397.0588235294117,otros,otros,0.3953164204070252,0.3953164204070252
104530290,"MAYONESA KRAFT REAL MAYO 3,78 L",SALSAS Y ADEREZOS,MAYONESAS,,5953.712283392445,,,5329.909741674448,5329.909741674448,5953.712283392445,otros,central mayorista,,
104530720,SERVILLETA MANTEL 2 H 40x40CM 100 UN,SUMINISTROS,PRODUCTOS TISSUE,,,32916.66666666667,,,,,,,,
104531370,CHURRASCO VACUNO FLOW PACK 120 g,ELABORADOS DE VACUNO,ELABORADOS CRUDOS,,12324.929971988797,5330.0,,,12324.929971988797,12324.929971988797,central mayorista,central mayorista,1.312369600748367,1.312369600748367
104531440,SERVILLETA INTERFOLIADA 15X9CM 300 UN,SUMINISTROS,PRODUCTOS TISSUE,,,5250.0,,,,,,,,
104531470,PAPAS ORIGINAL KRYZPO 37 g,SNACKS Y FRUTOS SECOS,PAPAS FRITAS,15869.369369369371,8015.51389786684,13015.625,,17942.31205995912,8015.51389786684,17942.31205995912,central mayorista,otros,-0.38416219752283576,0.37852097459469825
104531630,PEPINILLO DILL RODAJAS HEINZ 3 kg,ACEITUNAS Y ENCURTIDOS,ENCURTIDOS,,8865.546218487396,3942.528735632184,,5652.661064425771,5652.661064425771,8865.546218487396,otros,central mayorista,0.43376534287184265,1.2486953965259575
104531650,JUGO ORGANICO MANZANA ARANDANO AMA 300ml,BEBIDAS,JUGOS,,,3666.6666666666665,,4705.882352941177,4705.882352941177,4705.882352941177,otros,otros,0.28342245989304815,0.28342245989304815
104532130,QUINOA BLANCA ZANAFOODS 1 kg,OTROS ABARROTES,CEREALES,,,4230.0,3844.5378151260506,,3844.5378151260506,3844.5378151260506,jumbo,jumbo,-0.09112581202693837,-0.09112581202693837
104532140,QUINOA TRICOLOR ZANAFOODS 1 kg,OTROS ABARROTES,CEREALES,,,4450.0,,,,,,,,
104532210,SERVILLETA RESTAURANT 1H 22x23CM 160 UN,SUMINISTROS,PRODUCTOS TISSUE,,,5714.285714285714,,,,,,,,
104532560,SERVILLETA RESTAURANT 1H 30x33CM 200 UN,SUMINISTROS,PRODUCTOS TISSUE,,,8390.216154721275,,,,,,,,
104532720,BOLSA BASURA BIO 80X110 VIRUTEX 10 UDS.,SUMINISTROS,DESECHABLES,,,3098.2905982905986,,,,,,,,
104532830,TRIPLE CONCENTRADO DE TOMATE 3 KG,SALSAS Y ADEREZOS,SALSAS DE TOMATE,,,2500.0,,2352.5210084033615,2352.5210084033615,2352.5210084033615,otros,otros,-0.058991596638655386,-0.058991596638655386
104533280,MIX BROWNIE AMERICANO CSM 10kg,BOLLERIA,PREMEZCLAS,,,5100.0,,,,,,,,
104533320,MARGARINA LAMINACION PLUS CSM 2kg,BOLLERIA,GRASAS CULINARIAS,,,5700.0,,,,,,,,
104533410,PRE-MIX MUFFIN AMERICANO CSM 25kg,BOLLERIA,PREMEZCLAS,,,6990.0,,,,,,,,
104533640,TOALLA PLUS EVOLUTION 1H 250 M,SUMINISTROS,PRODUCTOS TISSUE,,,4676.258992805756,,,,,,,,
104533730,CREMA DE LECHE NESTLE 12X1L,REPOSTERIA,GRASAS CULINARIAS,,,5058.04311774461,6260.504201680673,,6260.504201680673,6260.504201680673,jumbo,jumbo,0.23773247003719544,0.23773247003719544
104534020,PAPEL ANTIGRASA B/N 30X40 cm 500 uds.,SUMINISTROS,DESECHABLES,,,5648.648648648648,,,,,,,,
104534040,PAPEL ANTIGRASA LONDON 25X20 cm 500 uds.,SUMINISTROS,DESECHABLES,,,12500.0,,,,,,,,
104534050,PAPEL ANTIGRASA LONDON 30X40 cm 500 uds.,SUMINISTROS,DESECHABLES,,,5648.648648648648,,,,,,,,
104534090,VINAGRE DE MANZANA HERNANDEZ PLAZA 5 l,ACEITES Y VINAGRES,VINAGRES,,,1300.0,,2308.823529411765,2308.823529411765,2308.823529411765,otros,otros,0.7760180995475114,0.7760180995475114
104534250,TOALLA CLASSIC 1 HOJA 250 M,SUMINISTROS,PRODUCTOS TISSUE,,,5769.230769230769,,,,,,,,
104534300,REINETA FILETE S/PIEL 100-400GR NAC. IQF,PESCADOS Y MARISCOS,PESCADOS,,,7990.0,,,,,,,,
104534350,YOGHURT FRUTILLA BOLSA 1 KG LOS ALERCES,LACTEOS,YOGHURT,,1033.6134453781513,1361.111111111111,,,1033.6134453781513,1033.6134453781513,central mayorista,central mayorista,-0.2406105299262562,-0.2406105299262562
104534360,YOGHURT VAINILLA BOLSA 1 KG LOS ALERCES,LACTEOS,YOGHURT,,,1361.111111111111,,1427.731092436975,1427.731092436975,1427.731092436975,otros,otros,0.04894529240267542,0.04894529240267542
104534440,GYOZAS CAMARON 28 gr 180 uds SAMOSA,APERITIVOS,APERITIVOS ORIENTALES,,,6785.714285714285,,4968.153928237963,4968.153928237963,4968.153928237963,otros,otros,-0.2678510000491423,-0.2678510000491423
104534450,GYOZAS CERDO 28 gr 180 uds SAMOSA,APERITIVOS,APERITIVOS ORIENTALES,,,5571.428571428572,,3839.202347605709,3839.202347605709,3839.202347605709,otros,otros,-0.3109123991476933,-0.3109123991476933
104534500,PEPPERONI ULTRADELGADO SUGARDALE 1 kg,JAMONES Y CECINAS,EMBUTIDOS Y FIAMBRES,,13237.7656945131,10381.666666666666,,,13237.7656945131,13237.7656945131,central mayorista,central mayorista,0.27510987585613433,0.27510987585613433
104534520,KIT DE LIMPIEZA LA SPAZIALE,CAFE Y DERIVADOS,ACCESORIOS,,,49242.42424242424,,,,,,,,
104534530,PECHUGA PAVO DESHUESADO 15 KG,PAVO,PECHUGAS,,6350.540216086435,8366.666666666666,,,6350.540216086435,6350.540216086435,central mayorista,central mayorista,-0.2409712889139719,-0.2409712889139719
104534570,BOLSA BASURA BIO 70X90 VIRUTEX 10 uds.,SUMINISTROS,DESECHABLES,,,2827.3809523809523,,,,,,,,
104534580,BOLSA BASURA BIO 80X120 VIRUTEX 10 uds.,SUMINISTROS,DESECHABLES,,,2477.1689497716898,,,,,,,,
104534590,BOLSA BASURA BIO 100X120 VIRUTEX 5 uds.,SUMINISTROS,DESECHABLES,,,3107.638888888889,,,,,,,,
104534660,AZUCAR G2 DAMA BLANCA 1 kg,OTROS ABARROTES,AZUCAR Y ENDULZANTES,,,,,966.3865546218487,966.3865546218487,966.3865546218487,otros,otros,,
104534690,CHAMPIÃ‘ON LAMINADO ZANAFOODS 400 g,CONSERVAS,VERDURAS,,,2406.25,1750.0,,1750.0,1750.0,jumbo,jumbo,-0.2727272727272727,-0.2727272727272727
104534790,"QUESO CREMA HAHNÂ´S 1,36 kg",QUESOS Y MANTEQUILLA,QUESOS BLANDOS,,,7720.588235294118,,11301.285219970341,11301.285219970341,11301.285219970341,otros,otros,0.46378551420568215,0.46378551420568215
104534820,KETCHUP BOLSA HEINZ 3 kg,SALSAS Y ADEREZOS,KETCHUP,,,2827.777777777778,,2857.1428571428573,2857.1428571428573,2857.1428571428573,otros,otros,0.010384507437552593,0.010384507437552593
104534980,QUESO BURRATA GRANAROLO 250 GR,QUESOS Y MANTEQUILLA,QUESOS BLANDOS,,,24120.0,,21815.126050420167,21815.126050420167,21815.126050420167,otros,otros,-0.09555862145853367,-0.09555862145853367
104535120,ARROZ G2 LOS GRANOS 1 kg,OTROS ABARROTES,ARROZ,,764.7058823529412,1336.1,,,764.7058823529412,764.7058823529412,central mayorista,central mayorista,-0.42765819747553235,-0.42765819747553235
104535140,GARBANZO ENTERO S/PIEL LOS GRANOS 1 kg,OTROS ABARROTES,LEGUMBRES,,,2200.0,,1887.3949579831933,1887.3949579831933,1887.3949579831933,otros,otros,-0.14209320091673028,-0.14209320091673028
104535150,LENTEJAS 6 MM LOS GRANOS 1 kg,OTROS ABARROTES,LEGUMBRES,,,2400.0,,2103.361344537815,2103.361344537815,2103.361344537815,otros,otros,-0.12359943977591037,-0.12359943977591037
104535170,POROTOS BLANCOS LOS GRANOS 1 kg,OTROS ABARROTES,LEGUMBRES,,,2660.0,,2092.436974789916,2092.436974789916,2092.436974789916,otros,otros,-0.21336955834965565,-0.21336955834965565
104535190,POROTOS TORTOLA LOS GRANOS 1 kg,OTROS ABARROTES,LEGUMBRES,,,2900.0,,2512.6050420168067,2512.6050420168067,2512.6050420168067,otros,otros,-0.13358446827006665,-0.13358446827006665
104535480,NOT CHEESE CHEDDAR LAMINADO 200 GR,PLANT BASED,QUESOS VEGANOS,,,,,12563.025210084033,12563.025210084033,12563.025210084033,otros,otros,,
104535510,"POLLO ENTERO 1,8 BRASIL CJ 14,4 KG",POLLO,ENTERO,,,,,,,,,,,
104537550,CARNE DE JAIBA COCIDA IVP 500 GR CONG,PESCADOS Y MARISCOS,MARISCOS Y MOLUSCOS,,,13500.0,,,,,,,,
104537630,ACEITE OLIVA NUTRICAMPO 500 ML,ACEITES Y VINAGRES,ACEITES DE OLIVA,,,,,10067.226890756303,10067.226890756303,10067.226890756303,otros,otros,,
104537640,ARROZ G2 BLUE BONNET TUCAPEL 1 KG,OTROS ABARROTES,ARROZ,,,,,1168.0672268907563,1168.0672268907563,1168.0672268907563,otros,otros,,
104537670,GUANTES NITRILO NEGRO TALLA M 100 UDS,SUMINISTROS,DESECHABLES,,,13716.814159292035,,,,,,,,
104537680,GUANTES NITRILO NEGRO TALLA L 100 UDS,SUMINISTROS,DESECHABLES,,,10813.953488372093,,,,,,,,
104537740,MAYONESA DELI SACHET KRAFT 7 G,SALSAS Y ADEREZOS,MINI PORCIONES,,,6000.0,,8379.351740696278,8379.351740696278,8379.351740696278,otros,otros,0.39655862344937964,0.39655862344937964
104537770,TAPA VASO 12 OZ CPLA BIODEGRADABLE,SUMINISTROS,DESECHABLES,,,9750.0,,,,,,,,
104537780,TAPA VASO 8 OZ CPLA BIODEGRADABLE,SUMINISTROS,DESECHABLES,,,11666.666666666666,,,,,,,,
104537880,YOGHURT LIGHT VAINILLA BOLSA 900GR COLUN,LACTEOS,YOGHURT,,,1814.8148148148148,,1396.8253968253969,1396.8253968253969,1396.8253968253969,otros,otros,-0.2303206997084548,-0.2303206997084548
104537890,YOGHURT LIGHT FRUTILLA BOLSA 900GR COLUN,LACTEOS,YOGHURT,,,1814.8148148148148,,1396.8253968253969,1396.8253968253969,1396.8253968253969,otros,otros,-0.2303206997084548,-0.2303206997084548
104537930,"QUESO CREMA BAKING CHEEZE 1,36 KG",QUESOS Y MANTEQUILLA,QUESOS BLANDOS,,,,8847.591900196203,,8847.591900196203,8847.591900196203,jumbo,jumbo,,
104537940,ROLLO DE CANELA GLASEADO 114 G,BOLLERIA,BOLLERÃA LISTA PARA COMER,,,7070.707070707071,,,,,,,,
104537950,GLASEADO CHOCOLATE CSM 16kg,BOLLERIA,INGREDIENTES REPOSTERIA,,,4000.0,,,,,,,,
104538060,PANKO BLANCO MAYAMOTO 1 KG,OTROS ABARROTES,OTROS,,,2800.0,,4621.848739495798,4621.848739495798,4621.848739495798,otros,otros,0.6506602641056423,0.6506602641056423
104538100,"PULPO LIMPIO IMP 0,9-1,8 CJ10KG IWP CONG",PESCADOS Y MARISCOS,MARISCOS Y MOLUSCOS,,,,,,,,,,,
104538110,"MAYONESA ALACENA 1,9 KG",SALSAS Y ADEREZOS,MAYONESAS,,,3815.789473684211,,2521.008403361345,2521.008403361345,2521.008403361345,otros,otros,-0.33932193567082003,-0.33932193567082003
104538200,MOZZARELLA FINGERS AVIKO 1 KG 25 G,APERITIVOS,OTROS APERITIVOS,,15117.64705882353,12500.0,,16798.319327731093,15117.64705882353,16798.319327731093,central mayorista,otros,0.2094117647058824,0.3438655462184874
104538320,GRANOLA MIEL Y ALMENDRAS VIVO 330 G,OTROS ABARROTES,CEREALES,,6086.070791953145,6516.414141414141,,6850.012732365673,6086.070791953145,6850.012732365673,central mayorista,otros,-0.06603990171926155,0.05119358342058011
104538580,GALLETA SODA COSTA 160 G,OTROS ABARROTES,GALLETAS,,4044.117647058824,4817.708333333334,5514.705882352941,,4044.117647058824,5514.705882352941,central mayorista,jumbo,-0.16057233704292528,0.1446740858505564
104538630,EMPANADA PINO CARNE MOLIDA 180G ARTEMASA,APERITIVOS,EMPANADAS PARA HORNO,,,6111.11111111111,,,,,,,,
104538780,TORTA HOJARASCA CONGELADA,REPOSTERIA,POSTRES LISTOS,,,11728.395061728394,,,,,,,,
104538790,TORTA DE TRUFA CONGELADA,REPOSTERIA,POSTRES LISTOS,,,9523.809523809525,,,,,,,,
104538800,PIE DE LIMON CONGELADO,REPOSTERIA,POSTRES LISTOS,,,9646.017699115046,,,,,,,,
104538810,KUCHEN DE MANZANA CONGELADO,REPOSTERIA,POSTRES LISTOS,,,6187.5,,,,,,,,
104538830,LAVALOZAS LPU AD CLEAN 5 lts,SUMINISTROS,PRODUCTOS DE LIMPIEZA,,,1500.0,,,,,,,,
104538850,DESENGRASANTE LPU AD CLEAN 5 lts,SUMINISTROS,PRODUCTOS DE LIMPIEZA,,,1950.0,,,,,,,,
104538940,BASE MAQUINA PREMIUM INROOM,CAFE Y DERIVADOS,ACCESORIOS,,,28352.666666666664,,,,,,,,
104539180,FILETE POLLO COCIDA EN TIRAS SADIA 2 KG,ELABORADOS DE POLLO-CERDO,ELABORADOS COCIDOS,5697.5,,5980.0,,,5697.5,5697.5,bidfood,bidfood,-0.04724080267558528,-0.04724080267558528
104539200,LASAÃ‘A BOLOGNESA SADIA 350 GR CONG,PLATOS PREPARADOS,PLATOS PREPARADOS,,,5685.714285714285,8139.255702280913,,8139.255702280913,8139.255702280913,jumbo,jumbo,0.43152738482327635,0.43152738482327635
104539340,"PAPA C/PIEL JACKET WEDGES AVIKO 2,5Kg",PAPAS,PAPAS ESPECIALES,,3324.36974789916,2400.0,,3145.8823529411766,3145.8823529411766,3324.36974789916,otros,central mayorista,0.3107843137254902,0.38515406162465005
104539350,LECHE EVAPORADA IDEAL 390 G,REPOSTERIA,INGREDIENTES REPOSTERIA,,,4113.247863247863,,4072.3981900452486,4072.3981900452486,4072.3981900452486,otros,otros,-0.009931245225362928,-0.009931245225362928
104539430,ACETO BALSAMICO SANTIAGO 5 L,ACEITES Y VINAGRES,ACETOS BALSAMICOS,5121.8,,6000.0,,,5121.8,5121.8,bidfood,bidfood,-0.14636666666666664,-0.14636666666666664
104539500,PECHUGA DESHUESADA DE POLLO 2 KG,POLLO,PECHUGAS,,,5800.0,5621.848739495798,,5621.848739495798,5621.848739495798,jumbo,jumbo,-0.0307157345696899,-0.0307157345696899
104539620,TAPA BLANCA VASO 8 OZ CPLA BIO LAVAZZA,SUMINISTROS,DESECHABLES,,,15000.0,,,,,,,,
104539630,TAPA BLANCA VASO 12 OZ CPLA BIO LAVAZZA,SUMINISTROS,DESECHABLES,,,16200.0,,,,,,,,
104539650,VASO D/PARED 8 OZ COMPOSTABLE LAVAZZA,SUMINISTROS,DESECHABLES,,,7128.571428571428,,,,,,,,
104539660,VASO D/PARED 12 OZ COMPOSTABLE LAVAZZA,SUMINISTROS,DESECHABLES,,,6470.588235294118,,,,,,,,
104539700,ASADO CARNICERO PORC. CAT V VACIO PRY,VACUNO REFRIGERADO,ASADO CARNICERO,,6462.18487394958,,,,6462.18487394958,6462.18487394958,central mayorista,central mayorista,,
104539710,"CEBOLLA CUBOS IQF 2,5 KG ARDO",FRUTAS Y VERDURAS CONGELADAS,VERDURAS,,4030.2521008403364,2900.0,,,4030.2521008403364,4030.2521008403364,central mayorista,central mayorista,0.3897421037380471,0.3897421037380471
104539940,SOPA SABOR POLLO CON FIDEOS CAROZZI 1 kg,OTROS ABARROTES,SOPAS Y CREMAS,,,2220.0,,2117.6470588235297,2117.6470588235297,2117.6470588235297,otros,otros,-0.04610492845786951,-0.04610492845786951
104540010,"CLAMSHELL 15,2 X 22,8 CM CAÃ‘A DE AZUCAR",SUMINISTROS,DESECHABLES,,,8125.0,,,,,,,,
104540030,PAÃ‘O ESPONJA NATURAL VIRUTEX 3 UDS,SUMINISTROS,PRODUCTOS DE LIMPIEZA,,,30666.666666666664,,,,,,,,
104540100,CHEESECAKE FACTORY NINE 14 TROZOS,REPOSTERIA,POSTRES LISTOS,,,11951.754385964914,,,,,,,,
104540180,QUIFARO CAROZZI 5 KG,OTROS ABARROTES,PASTAS,,,1701.0,,1579.8319327731092,1579.8319327731092,1579.8319327731092,otros,otros,-0.07123343164426266,-0.07123343164426266
